Músicas,Álbuns,Artistas,Data de Lançamento,ISRC,Rank,Track Score,Explicit Track
Kitchen Stove,Kitchen Stove,Pozer,2/23/2024,GBARL2400167,"3,266",24.1,1
Luchtballon,Luchtballon,Joost,6/4/2024,NL4TG2400013,"3,251",24.1,0
Trojan Horse,Split Decision,Dave,6/4/2023,GBUM72305707,"3,252",24.1,1
Porque Te Vas,Porque Te Vas,Victor Cibrian,4/5/2024,QZ9QQ2400258,"3,262",24.1,0
Neon Pill,Neon Pill,Cage The Elephant,1/19/2024,USRC12303405,"3,261",24.1,0
Beautiful Girl,Beautiful Girl,Luciano,4/28/2022,DECE72201083,"3,255",24.1,0
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)","After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Kali Uchis,1/12/2018,GBUM71706492,"3,256",24.1,0
Tï¿½ï¿½ Me Dejaste De Qu,Tï¿½ï¿½ Me Dejaste De Querer (feat. Niï¿½ï¿½o de Elche & La ,C. Tangana,11/5/2020,ES5022000718,"3,277",24.0,0
Spotless (feat. The Lumineers),Spotless (feat. The Lumineers),Zach Bryan,8/24/2023,USWB12304905,"3,271",24.0,1
These Walls,Radical Optimism,Dua Lipa,5/3/2024,GBAHT2400111,"3,284",24.0,1
Egwu,Egwu,Chike,12/15/2023,QZW9L2379698,"3,272",24.0,0
Die For You (Remix Acapella),Die For You (Remix Acapella) - Single,The Weeknd,3/2/2023,USUG12301604,"3,281",24.0,0
Me Rehï¿½ï,Me Rehï¿½ï,Danny Ocean,9/16/2016,USWL11700128,"3,274",24.0,0
Baby you,Baby you,ýýýýýý,1/18/2023,JPCO02230140,"3,273",24.0,0
CUAL ES ESA,FERXXOCALIPSIS,Feid,12/1/2023,USUM72318210,"3,285",24.0,1
Armed And Dangerous,Goodbye & Good Riddance,Juice WRLD,5/23/2018,USUG11802039,"3,283",24.0,1
Salimo de Noche,Salimo de Noche,Tiago PZK,10/21/2021,AR3N42100003,"3,275",24.0,1
"Eladio Carrion: Bzrp Music Sessions, Vol. 40","Eladio Carrion: Bzrp Music Sessions, Vol. 40",Bizarrap,6/9/2021,UYB282101016,"3,276",24.0,1
Love,AFROBOY,Kouz1,1/13/2023,DGA082226042,"3,269",24.0,0
La Gozadera,Full Circle: The Live Anthology,Gente De Zona,11/20/2011,USSD11500071,"3,286",24.0,0
Skechers,Skechers,DripReport,1/12/2020,QZFYX2083092,"3,280",24.0,1
I Feel Like I'm Drowning,I Feel Like I'm Drowning,Two Feet,11/10/2017,USUM71709320,"3,270",24.0,0
Ando Enfocado,Ando Enfocado,Jaziel Avilez,11/18/2022,QZTGS2200203,"3,278",24.0,0
First Person Shooter (feat. J. Cole),For All The Dogs,Drake,10/6/2023,USUG12306094,"3,282",24.0,0
Downtown,Downtown,Anitta,11/19/2017,BRWMB0700761,"3,279",24.0,0
Crï¿½ï¿,Crï¿½ï¿,KAROL G,11/2/2018,USUM71817050,"3,287",24.0,0
"Go Loko (feat. Tyga, Jon Z)",Go Loko,YG,5/3/2019,USUM71904934,"3,306",23.9,1
REMIX EXCLUSIVO,REMIX EXCLUSIVO,Feid,3/17/2023,USUM72304040,"3,292",23.9,1
"ZEIT, DASS SICH WAS DREHT","ZEIT, DASS SICH WAS DREHT",$OHO BANI,2/23/2024,DEKF22400164,"3,291",23.9,1
Corazï¿½ï¿½n Roto pt. 3 (feat. Jhayco & Ryan Cas,Corazï¿½ï¿½n Roto p,Brray,9/8/2023,USUM72313435,"3,297",23.9,1
penjaga hati,penjaga hati,Nadhif Basalamah,6/21/2023,DGA052306119,"3,304",23.9,0
"Vaathi Coming (From ""Master"")","Vaathi Coming (From ""Master"")",Anirudh Ravichander,3/10/2020,INS172000675,"3,300",23.9,0
3 Headed Goat (feat. Lil Baby & Polo G),3 Headed Goat,Lil Durk,5/7/2020,USUM72009132,"3,294",23.9,1
Monica,LOVE AND CHAOS,Kuami Eugene,10/12/2023,USUYG1502416,"3,298",23.9,1
Home (Lala),Expectations,Dayzy,1/17/2023,QMFMF2214684,"3,288",23.9,0
La Playa,La Playa,Myke Towers,4/9/2019,QM6MZ1924281,"3,290",23.9,1
ýýýýýýýý ýýýýýýýýýý - ýýýýýýýýýý,ýýýýýýýý ýýýýýýýýýý - ýýýýýýýýýý - Single,DJW9,5/16/2023,QZK6L2307991,"3,303",23.9,0
UN RAGAZZO UNA RAGAZZA,UN RAGAZZO UNA RAGAZZA,The Kolors,2/7/2024,ITQ002400024,"3,295",23.9,0
Pasilyo,Pasilyo,SunKissed Lola,10/28/2022,AUBEC2225179,"3,301",23.9,0
Wasted Summers,Wasted Summers,juju<3,7/12/2023,QZNWT2328449,"3,307",23.9,0
Ruin,Ruin,USHER,2/2/2024,QZS7J2388470,"3,296",23.9,0
Hasta la Raï¿½,Hasta la Raï¿½,Natalia Lafourcade,1/6/2015,MXF011400582,"3,310",23.9,0
RATATATA,RATATATA,BABYMETAL,5/23/2024,GBDHC2549601,"3,289",23.9,1
Seasons,Seasons,Thirty Seconds To Mars,8/15/2023,USC4R2228396,"3,311",23.9,1
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,4/25/2019,NLM5S1900528,"3,314",23.9,1
Con La Brisa,Black Panther: Wakanda Forever - Music From and Inspired By,Foudeqush,11/4/2022,USHR12244835,"3,313",23.9,0
Ademï¿½ï¿½s de Mï¿½ï¿½,Ademï¿½ï¿½s de Mï¿½ï¿½,Rusherking,3/4/2021,QM4TX2108898,"3,309",23.9,1
Someone To You,Someone to You,BANNERS,6/9/2017,USUM71705215,"3,312",23.9,0
Show Yourself,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),Idina Menzel,11/15/2019,USWD11994671,"3,299",23.9,0
Cheat On Me (feat. Dave),Cheat On Me (feat. Dave),Burna Boy,8/22/2023,USAT22307525,"3,293",23.9,1
Winners In Paris,Winners In Paris,Sleepy Hallow,5/8/2024,USRC12401281,"3,308",23.9,1
In Your Love,In Your Love,Tyler Childers,7/27/2023,USRC12300844,"3,305",23.9,0
Poker Face,The Fame,Lady Gaga,1/1/2008,USUM70824409,"3,302",23.9,0
ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,MORGENSHTERN,3/8/2024,RUAGV2401222,"3,328",23.8,1
"Vigdiyan Heeran (From ""Honey 3.0"")",Honey 3.0,Yo Yo Honey Singh,3/15/2024,INZ031414584,"3,331",23.8,0
Que Hay Amor,Que Hay Amor,Cris Mj,4/4/2024,QM6MZ2424574,"3,322",23.8,1
Boogieman,Boogieman,EBK Jaaybo,4/24/2024,QZWA32200518,"3,321",23.8,1
ýýýýýýýýýý,ýýýýýýýýýý - Single,NLO,5/2/2023,FRX452361306,"3,338",23.8,0
Overcompensate (edit),Overcompensate,Twenty One Pilots,2/29/2024,USAT22401064,"3,339",23.8,0
"Maa Nammakam Nuvve Jagan, Vol 1","Maa Nammakam Nuvve Jagan, Vol 1",Jagananna Connects,3/4/2024,TCAHZ2460573,"3,336",23.8,0
Stunnin' (feat. Harm Franklin),Stunnin' (feat. Harm Franklin),Curtis Waters,5/19/2020,QZES82074435,"3,320",23.8,1
Privileged Rappers,Her Loss,Drake,11/4/2022,USUG12208602,"3,330",23.8,1
Beautiful As You,Beautiful As You,Thomas Rhett,5/10/2024,QZRD92405047,"3,316",23.8,0
Umbrella,Good Girl Gone Bad,Rihanna,1/1/2007,USUM70736771,"3,340",23.8,0
Candy,Candy,Doja Cat,3/23/2018,USRC11801164,"3,323",23.8,1
All I Need,Javari,Tyler Antonius,3/11/2024,QZS8H2110965,"3,318",23.8,1
Enough Is Enough,AUSTIN,Post Malone,7/28/2023,USUM72306021,"3,326",23.8,1
Baddies,Baddies - Single,Aitch,6/6/2024,QM6MZ2489483,"3,315",23.8,1
Baila Conmigo (with Rauw Alejandro),Baila Conmigo (with Rauw Alejandro),Selena Gomez,1/29/2021,USUG12100193,"3,335",23.8,0
Love Me,I Am Not A Human Being II (Japan Version),Lil Wayne,1/1/2013,USCM51300136,"3,317",23.8,1
Asï¿½ï¿½ Lo Quiso ,DESVELADO,Eslabon Armado,4/28/2023,USE7D2300024,"3,327",23.8,0
Rag Doll - Live,Greatest Hits (Deluxe),Aerosmith,8/18/2023,USUG12301903,"3,332",23.8,0
Moon,Donda,Kanye West,8/29/2021,USUM72116291,"3,329",23.8,0
Notion,Futureproof,The Rare Occasions,8/5/2016,USHM21617726,"3,325",23.8,0
Essence (feat. Justin Bieber & Tems),Essence (feat. Justin Bieber & Tems),Wizkid,8/13/2021,USRC12102450,"3,333",23.8,0
Outskirts,Outskirts,Sam Hunt,3/10/2023,USUM72302885,"3,334",23.8,0
X,X,Nicky Jam,2/22/2018,USSD11800024,"3,319",23.8,0
Old Days,Old Days,Lil Durk,2/23/2024,USQX92400663,"3,337",23.8,1
boyfriend (with Social House),boyfriend,Ariana Grande,8/2/2019,USUG11902591,"3,324",23.8,1
Girls Just Wanna Have Some,Girls Just Wanna Have Some,dreamsoda,5/30/2024,CA5KR2463646,"3,440",23.7,0
"10,000 Hours","10,000 Hours (with Justin Bieber)",Dan + Shay,10/4/2019,USWB11902408,"3,364",23.7,0
As the World Caves In,As the World Caves In,Sarah Cothran,6/10/2021,QZHNB2115936,"3,358",23.7,0
Dile a Tu Orgullo (En Vivo),Dile a Tu Orgullo (En Vivo) - Single,Luis Alfonso Partida El Yaki,1/28/2022,USA2P2201542,"3,362",23.7,0
Neverender,Neverender,Justice,4/25/2024,FR8EU2300010,"3,359",23.7,0
Lottery (feat. LU KALA),Lottery (feat. LU KALA),Latto,2/17/2023,USRC12203634,"3,351",23.7,1
Sunshine,Sunshine,Tyga,8/12/2022,USUYG1436663,"3,363",23.7,1
Si Tu Novio Te Deja Sola,Si Tu Novio Te Deja Sola,J Balvin,3/3/2017,USUM71702120,"3,347",23.7,1
Batï¿½ï¿½k ,Karï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Semicenk,12/15/2023,DGA0Q2317094,"3,360",23.7,0
SHAKE SUMN,CALL DA FIREMAN,DaBaby,5/5/2023,USUM72306548,"3,343",23.7,1
Chained To The Rhythm,Chained To The Rhythm,Katy Perry,2/10/2017,USUM71700560,"3,354",23.7,0
Afterglow,#NAME?,Ed Sheeran,1/1/2020,GBAHS2001193,"3,345",23.7,0
Kafamï¿½ï¿½n ï,Yine ï¿½ï¿½alï,Ebru Yaï¿½ï,5/22/2024,FRX762464095,"3,355",23.7,0
Mr. Brightside,Hot Fuss,The Killers,1/1/2004,USIR20400274,"3,346",23.7,0
Promiscuous,Loose (Japan Version),Nelly Furtado,1/1/2006,USUM70603473,"3,348",23.7,0
Black Swan,Black Swan,BTS,1/17/2020,QM4TW2013921,"3,342",23.7,0
HOT,SEVENTEEN 4th Album 'Face the Sun',SEVENTEEN,5/27/2022,USA2P2146867,"3,352",23.7,0
i'm yours,i'm yours,Isabel LaRosa,10/28/2022,USRC12203917,"3,361",23.7,0
Sonchadi | Coke Studio Bharat,Sonchadi | Coke Studio Bharat,digV,5/8/2024,INUM72400400,"3,349",23.7,0
"Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,10/21/2011,USAT21102233,"3,344",23.7,0
Kamar Teri Left Right Hale,Kamar Teri Left Right Hale - Single,Sandeep Surila,7/24/2020,INA1I2000881,"3,357",23.7,0
Carta Aberta,Carta Aberta,MC Cabelinho,11/27/2023,BKLVW2300013,"3,341",23.7,0
Spongebob,Spongebob,Dante9k,1/28/2020,QZFYZ2047242,"3,356",23.7,0
The Thrill,The Thrill,Wiz Khalifa,11/11/2020,USA2P2033760,"3,350",23.7,1
Yana Yana,Yana Yana,Semicenk,2/3/2023,DGA082298936,"3,353",23.7,0
CIRCUS MAXIMUS,UTOPIA,Travis Scott,7/28/2023,USSM12305014,"3,366",23.6,1
What is Love,What Is Love,TWICE,4/9/2018,US5TA1800038,"3,365",23.6,0
SESSO E SAMBA (feat. Gaia),ICON,Tony Effe,5/22/2024,ITUM72400671,"3,376",23.6,1
Pieces,Pieces,Danilo Stankovic,9/17/2020,QZAKB2006575,"3,367",23.6,0
Cama Repetida,Sofrï¿½ï¿½ncia Ou Fuleragem? (Ao Vivo / Part,Leo Santana,11/15/2023,BRUM72300667,"3,387",23.6,0
Glue Song,Glue Song - Single,beabadoobee,2/15/2023,GBK3W2302568,"3,379",23.6,0
Life in Rio,Life in Rio (feat. TOLCHONOV) - Single,Slowboy,3/17/2023,QM4TX2337349,"3,370",23.6,1
Iï¿½ï¿½ï¿½m Not Here To Make Friends (feat. Calvin Harris & Jessie ,Gloria,Sam Smith,1/27/2023,GBUM72205420,"3,386",23.6,0
Help Me Help You (feat. Why Don't We),Help Me Help You (feat. Why Don't We),Logan Paul,5/19/2017,USLD91702518,"3,377",23.6,0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,fellow fellow,8/29/2023,DGA072377012,"3,378",23.6,0
Distraction,Distraction,Polo G,6/3/2022,USSM12204451,"3,383",23.6,1
VIBE (feat. Jimin of BTS),VIBE,TAEYANG,1/13/2023,KSA002300017,"3,372",23.6,0
Kï¿½ï¿½R,Kï¿½ï¿½R,KAROL G,2/23/2023,USUM72222551,"3,369",23.6,0
Bussin (with Rob49),Bussin (with Rob49),Moneybagg Yo,3/29/2024,USUM72403387,"3,368",23.6,1
back to the moon,a Gift & a Curse,Gunna,6/16/2023,USAT22306571,"3,373",23.6,1
FourFiveSeconds,FourFiveSeconds,Rihanna,1/24/2015,USJMT1500001,"3,374",23.6,0
Washing Machine Heart,Be the Cowboy,Mitski,8/17/2018,USJ5G1815012,"3,388",23.6,0
SAN BENEDETTO,FOREGROUND MUSIC,Ron Gallo,3/3/2023,USKRS2374406,"3,371",23.6,0
HACIENDO QUE ME AMAS,EL ï¿½ï¿½LTIMO TOUR DEL M,Bad Bunny,11/27/2020,QMFME2066843,"3,384",23.6,1
Little Things,Little Things,Jorja Smith,5/11/2023,QM4TX2344810,"3,380",23.6,0
Dead Man Walking,Dead Man Walking,Brent Faiyaz,9/18/2020,QM24S2006908,"3,382",23.6,1
Mil Preguntas,Mil Preguntas,Q' Lokura,4/11/2024,QM6MZ2414114,"3,385",23.6,0
La ï¿½ï¿½ltima Vez (Yo Te Per,La ï¿½ï¿½ltima Vez (Yo Te Perdï¿½ï¿½) ,desconhecido,5/2/2024,MX2832415361,"3,381",23.6,0
Girls Need Love (with Drake) - Remix,Last Day Of Summer,Summer Walker,10/19/2018,USUM71903117,"3,375",23.6,1
Ball If I Want To,Ball If I Want To,DaBaby,6/18/2021,USUM72109804,"3,418",23.5,1
P*$$Y Fairy (OTW),P*$$Y Fairy (OTW),Jhenï¿½ï¿½ ,1/17/2020,USUM72000367,"3,394",23.5,1
As It Was,As It Was (Official Video),Harry Styles,3/31/2022,USSM22200594,"3,410",23.5,0
dangerous,dangerous,21 Savage,1/10/2024,USSM12309167,"3,407",23.5,1
Ensï¿½ï¿½ï¿½ï¿½ame ,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214887,"3,398",23.5,0
Olha a Explosï¿½,O Melhor do Brasil,MC Kevinho,6/14/2018,USHM21860309,"3,395",23.5,0
Cake By The Ocean - Cover,Tik Toker Popular Playlist,MUSIC LAB JPN,6/1/2023,TCJPW2320943,"3,414",23.5,1
Bellaquita,Bellaquita,Dalex,9/6/2019,QM9WM1900144,"3,396",23.5,1
Limbo,Prestige,Daddy Yankee,1/1/2012,USNPD1200128,"3,400",23.5,0
Ah-Bop,Ah-Bop,Gene Ess,10/7/2022,USDY42287367,"3,390",23.5,0
Tu Perfume,Tu Perfume,Banda MS de Sergio Lizï¿½ï¿½r,2/14/2024,MXB952400003,"3,416",23.5,0
Chamkeela Angeelesi,"Chamkeela Angeelesi (From ""Dasara"") (Telugu)",Santhosh Narayanan,3/8/2023,INH102303862,"3,417",23.5,0
Hayloft II,Inside (Deluxe),Mother Mother,1/28/2022,CAW112100716,"3,408",23.5,1
Tormenta (feat. Bad Bunny),Cracker Island,Gorillaz,2/24/2023,GBAYE2200465,"3,391",23.5,1
DJ Got Us Fallin' In Love,Europa FM Presenta Europa Baila,USHER,1/1/2010,USLF21000041,"3,402",23.5,0
DIE,KMT,Gazo,7/1/2022,FR9W12215357,"3,393",23.5,1
You and Me,Leo,Shubh,1/5/2024,QMFMG2357542,"3,406",23.5,0
Please Don't Fall In Love With Me,Please Don't Fall In Love With Me,Khalid,4/5/2024,USRC12400865,"3,415",23.5,0
Aullando,"Los Campeones del Pueblo ""The Big Leagues""",Wisin & Yandel,12/14/2018,USSD11800386,"3,403",23.5,0
El Incomprendido,El Incomprendido,Farruko,9/30/2021,USSD12100701,"3,412",23.5,1
23,"23 (feat. Miley Cyrus, Wiz Khalifa & Juicy J) - Single",Mike WiLL Made-It,1/1/2013,USUM71312049,"3,409",23.5,1
Guay,Guay,Ozuna,4/18/2024,QM6MZ2440135,"3,392",23.5,0
Poesia Acï¿½ï¿½stica #6: Era uma,Poesia Acï¿½ï¿½stica #6: Era uma,Pineapple StormTv,12/24/2018,US7VG1878876,"3,397",23.5,1
Swang,SremmLife 2 (Deluxe),Rae Sremmurd,8/12/2016,USUM71603303,"3,405",23.5,1
Broke Boys,Her Loss,Drake,11/4/2022,USUG12208608,"3,399",23.5,1
SMOKE IT OFF!,SMOKE IT OFF!,Lumi Athena,11/22/2022,QZTB32217762,"3,389",23.5,1
Night Bus,Night Bus,KIDS,12/9/2022,DGA072230399,"3,401",23.5,0
bad idea right?,bad idea right?,Olivia Rodrigo,8/11/2023,USUG12305006,"3,413",23.5,0
What They Want,What They Want,Russ,7/28/2016,USSM11606200,"3,404",23.5,1
All of Me - Radio Edit,"ýý3 Greatest Hits, Vol. 66",John Legend,6/27/2014,USSM11400599,"3,411",23.5,0
Corazï¿½ï¿½n F,Corazï¿½ï¿½n Frï¿½ï¿½o ,Jasiel Nuï¿½ï,10/12/2023,QMDA72384363,"3,420",23.4,0
Take Care,Take Care (Deluxe),Drake,11/15/2011,USCM51100547,"3,431",23.4,1
A Sky Full of Stars,Los Nï¿½ï¿½meros 1 De 40 (El Disco De Los ï¿½ï,Coldplay,1/1/2014,GBAYE1400217,"3,421",23.4,0
Smack That - Dirty,Smack That (feat. Eminem),Akon,1/1/2006,USUM70609036,"3,422",23.4,1
Ramen & OJ,Ramen & OJ,Joyner Lucas,4/30/2021,QZES92173120,"3,423",23.4,1
Arhbo [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Arhbo (Music from the Fifa World Cup Qatar 2022 Official Soundtrack) [feat. FIFA Sound] - Single,Ozuna,8/19/2022,QZNMV2235460,"3,427",23.4,0
MEGAVERSE,ROCK-STAR,Stray Kids,11/10/2023,US5TA2300150,"3,426",23.4,0
Come See Me,Come See Me - Single,Rod Wave,9/1/2023,USQX92305090,"3,428",23.4,1
Cool With You,NewJeans 2nd EP 'Get Up',NewJeans,7/21/2023,USA2P2330072,"3,425",23.4,0
Dark Matter,Dark Matter,Pearl Jam,2/13/2024,USUG12309749,"3,430",23.4,0
Shameless,Shameless,Camila Cabello,9/5/2019,USSM11905431,"3,419",23.4,0
New Freezer (feat. Kendrick Lamar),New Freezer (feat. Kendrick Lamar),Rich The Kid,9/25/2017,USUM71708973,"3,424",23.4,1
GTA.mp3,GTA.mp3,Emilia,9/7/2023,USSD12300253,"3,429",23.4,0
Dembow,Dembow,Danny Ocean,12/8/2017,USWL11700269,"3,441",23.3,0
WAKE UP!,WAKE UP!,MoonDeity,8/5/2022,QM6N22283397,"3,435",23.3,1
ECHOES: Cala Boca Menino,Echoes,Fire! Orchestra,4/14/2023,NOFGR2331100,"3,438",23.3,0
Dembow,Dembow,Danny Ocean,12/8/2017,USWL11700269,"3,441",23.3,0
Down Bad,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401049,"3,437",23.3,0
Fast,Death Race For Love (Bonus Track Version),Juice WRLD,3/8/2019,USUG11900385,"3,450",23.3,1
Come and See Me (feat. Drake),Come and See Me (feat. Drake),PARTYNEXTDOOR,3/23/2016,USWB11600360,"3,436",23.3,1
Myself,COSMIC,Bazzi,4/12/2018,USAT21801524,"3,443",23.3,0
Muï¿½ï¿½,Muï¿½ï¿½ecas - Si,TINI,1/12/2023,USHR12244823,"3,440",23.3,0
"BESAME (feat. Tiago PZK, Khea & Neo Pistea) - Remix","BESAME (feat. Tiago PZK, Khea & Neo Pistea) [Remix]",Bhavi,4/16/2024,BK4DA2410627,"3,444",23.3,1
LOCO,CRAZY IN LOVE,ITZY,9/24/2021,US5TA2100051,"3,451",23.3,0
Life's A Mess (feat. Halsey),Life's A Mess (feat. Halsey),Juice WRLD,7/6/2020,USUG12002091,"3,442",23.3,1
Do I Wanna Know?,Do I Wanna Know?,Arctic Monkeys,1/1/2013,GBCEL1300332,"3,432",23.3,0
Have Mercy,Have Mercy,Chlï¿½,9/10/2021,USSM12105357,"3,445",23.3,1
Cake By The Ocean - Cover,FOLIAGE PLANT selected by KIKO,epi records,2/16/2023,TCJPU2357716,"3,537",23.3,1
Bad Decisions (with BTS & Snoop Dogg),Bad Decisions (with BTS & Snoop Dogg),benny blanco,8/5/2022,USUM72210832,"3,449",23.3,0
Yebbaï¿½ï¿½ï¿½s Hear,Certified Lover Boy,Drake,9/3/2021,USUG12104407,"3,448",23.3,1
Drums (Feat. Kim Petras),Drums (Feat. Kim Petras),James Hype,10/6/2023,GBUM72308471,"3,434",23.3,0
El Avioncito,El Avioncito,Giblack,10/28/2021,ESA011561085,"3,447",23.3,0
Handle On You,Handle On You,Parker McCollum,8/5/2022,USUM72211050,"3,439",23.3,0
"Non, je ne regrette rien",Edith Piaf Essentials : The Greatest Hits of the Most Popular French Singer,ýýdith Piaf,5/7/2024,FR6F32336520,"3,433",23.3,0
Montagem - Pr Funk,Montagem - Pr Funk - Single,BARATO NATION,12/27/2023,IEWNY2348674,"3,867",23.2,0
Tunnel Vision,Tunnel Vision,Kodak Black,2/17/2017,USAT21700379,"3,477",23.2,1
White Tee (with NO1-NOAH),Life On Earth - EP,Summer Walker,7/10/2020,USUM72013570,"3,474",23.2,1
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý - Single,TaitosmitH,3/26/2024,THG012400089,"3,462",23.2,0
I'm Not The Only One,I'm Not The Only One,Sam Smith,9/11/2014,GBUM71404663,"3,458",23.2,0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýý,10/5/2023,THSOH2308099,"3,455",23.2,0
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,Chris Jedi,5/20/2022,USUM72201829,"3,471",23.2,1
Too Easy,Too Easy,Gunna,9/24/2021,QMCE32100757,"3,452",23.2,1
Walking On A Dream,Walking On A Dream,Empire Of The Sun,1/1/2008,AUEI10800039,"3,476",23.2,0
Take Two,Take Two,BTS,6/9/2023,USA2P2323050,"3,461",23.2,0
Water (Remix),Water (Remix) - Single,Tyla,11/17/2023,USSM12308549,"3,473",23.2,0
You Know You Like It,You Know You Like It,DJ Snake,10/14/2014,USUM71414293,"3,465",23.2,0
Bom Diggy,Bom Diggy - Single,Zack Knight,8/24/2017,QM6P41715585,"3,464",23.2,0
Mati-Matian,Mati-Matian - Single,Mahalini,3/29/2024,QZZNV2400046,"3,472",23.2,0
Live Another Day,Phonkageddon,Kordhell,8/27/2021,QZMEM2171029,"3,470",23.2,1
Ana Ghaltan,Cigara,Bahaa Sultan,12/27/2021,EGA092200106,"3,468",23.2,0
Sexo Virtual,VICE VERSA,Rauw Alejandro,6/25/2021,USSD12100294,"3,460",23.2,1
"Nï¿½ï¿½o, Nï¿½",Piseiro Sofrï¿½ï¿½,Mari Fernandez,4/29/2021,BCFWR2100002,"3,469",23.2,0
ýý ýýýýýýýý ýýýýýýýýýý,ýý ýýýýýýýý ýýýýýýýýýý,Moreart,12/4/2020,FR26V2072992,"3,475",23.2,1
Chasin' You,If I Know Me,Morgan Wallen,4/27/2018,QZ22S1800006,"3,466",23.2,0
Ali Cabbar,Parti ï¿½ï¿½,Emir Can ï¿½ï¿½ï,6/2/2023,TRAUR2300024,"3,467",23.2,0
Clouds,Clouds - Single,BUNT.,1/12/2023,QZTBB2202743,"3,459",23.2,0
Let Your Boys Be Country,Let Your Boys Be Country,Jason Aldean,8/25/2023,QMRSZ2301462,"3,456",23.2,0
Spin You Around (1/24),Spin You Around (1/24),Morgan Wallen,1/26/2024,USUG12400786,"3,453",23.2,0
Solo Me Dejaste,Solo Me Dejaste,Grupo Marca Registrada,7/8/2022,USDXS2202170,"3,454",23.2,0
Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe),Meghan Trainor,1/9/2015,USSM11408374,"3,457",23.2,0
"Don't Give Up On Me - (From ""Five Feet Apart"")","Don't Give Up On Me (From ""Five Feet Apart"")",Andy Grammer,2/13/2019,QMRSZ1802908,"3,463",23.2,0
Jingle Bell Rock,"Essential Classics, Vol. 141: Bobby Helms",Bobby Helms,11/3/2023,ES31E2304202,"3,478",23.1,0
Talk Dirty (feat. 2 Chainz),VTM Kzoom Hits Best Of 2013,Jason Derulo,1/1/2013,USWB11302648,"3,489",23.1,1
Nail Tech,Nail Tech,Jack Harlow,2/18/2022,USAT22200223,"3,497",23.1,1
Lahore,Kultural Inkursions,Guru Randhawa,7/27/2018,TCADS1892866,"3,496",23.1,0
The Summoning,The Summoning - Single,Sleep Token,1/6/2023,GBUM72200352,"3,484",23.1,0
Feel It Still,Woodstock,Portugal. The Man,6/15/2017,USAT21700438,"3,492",23.1,0
TROLLZ (with Nicki Minaj),TROLLZ (with Nicki Minaj),6ix9ine,6/12/2020,QZA742002508,"3,481",23.1,1
Cover Me Up,Cover Me Up,Morgan Wallen,4/5/2019,QZ22S1800057,"3,499",23.1,0
Un Verano Sin Ti,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214895,"3,495",23.1,0
Mi Morenita,Mi Morenita - Single,Grupo Marca Registrada,5/24/2024,USA2P2432334,"3,494",23.1,0
Get A Guitar,Get A Guitar,RIIZE,9/4/2023,KRA302300278,"3,485",23.1,0
Heat,Heat (feat. Gunna),Gunna,6/20/2019,USRC11901581,"3,486",23.1,1
Birds In The Sky,Birds In The Sky - Single,New Era,12/8/2023,GBAHT2301496,"3,480",23.1,0
I Was Never There,"My Dear Melancholy,",The Weeknd,3/29/2018,USUG11800570,"3,488",23.1,0
How You Feel (Ft. Leven Kali),How You Feel (Ft. Leven Kali),ANOTR,4/19/2024,USZXT2454115,"3,490",23.1,0
Hang Tight Honey,Hang Tight Honey,Lainey Wilson,5/13/2024,QMRSZ2400819,"3,482",23.1,0
Bar,Bar,TINI,11/11/2021,USHR12142718,"3,487",23.1,0
